rule_id,supplement_category,target_goal,ingredient_keyword,form,recommended_time,with_meal,frequency_per_day,dose_instruction,duration_weeks,avoid_with,spacing_rule,safety_note,tracking_frequency,expected_result_window,adherence_tip
SR0541,Joint Support,Heart Health,turmeric,powder,After dinner,Yes,2,1-2 capsules daily with meal,12,Use caution with blood thinners,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for joint comfort support,Take it at the same time every day
SR0542,BCAA,Strength,isoleucine,liquid,After workout,Optional,1,1 scoop with water,6,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Stop and report side effects
SR0543,Collagen Protein,Digestive Health,collagen,liquid,Night,Yes,1,Follow label dosage,12,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Stop and report side effects
SR0544,Omega-3,Joint Support,epa dha,tablet,After lunch,Yes,2,1 softgel after meal,12,Use caution with blood thinning medications,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Review progress weekly
SR0545,Omega-3,Energy Boost,omega-3,capsule,After lunch,Yes,1,1 softgel after meal,12,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for heart health support,Review progress weekly
SR0546,Mineral,Skin Health,calcium,liquid,Night,Yes,1,Take as directed on label,16,Do not take iron with calcium or tea,Keep 4 hours away from levothyroxine,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for deficiency support,Log missed doses honestly
SR0547,Vitamin,General Wellness,multivitamin,gel,Morning,Yes,1,1 capsule daily,12,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,4-12 weeks for wellness support,Stop and report side effects
SR0548,Joint Support,Body Building,msm,softgel,After dinner,Yes,1,Follow label dosage,8,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Set a daily reminder in the app
SR0549,Performance,Heart Health,beta alanine,liquid,Any time daily,Optional,1,3-5g daily,8,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for performance improvement,Stop and report side effects
SR0550,Joint Support,Arms,chondroitin,powder,After dinner,Yes,2,1-2 capsules daily with meal,12,Check shellfish allergy for glucosamine,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Review progress weekly
SR0551,Omega-3,Fat Loss,fish oil,gel,After breakfast,Yes,1,1-2 softgels daily with food,12,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Take it at the same time every day
SR0552,Vitamin,Fat Loss,vitamin c,softgel,Morning,Yes,1,1 tablet after meal,8,Check duplicate vitamins from other products,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Review progress weekly
SR0553,Vitamin,Energy Boost,vitamin c,gel,After breakfast,Yes,1,1 tablet after meal,8,Avoid exceeding daily upper limit,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-12 weeks for wellness support,Log missed doses honestly
SR0554,Omega-3,General Wellness,omega-3,gel,After lunch,Yes,1,1 softgel after meal,12,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for heart health support,Set a daily reminder in the app
SR0555,Protein,Digestive Health,pea protein,gel,Morning,Optional,2,1 scoop with water or milk,10,Avoid if lactose intolerant unless using plant protein,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Log missed doses honestly
SR0556,Collagen Protein,Digestive Health,biotin,softgel,Night,Optional,2,Follow label dosage,12,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for skin/joint support,Review progress weekly
SR0557,Performance,Energy Boost,citrulline malate,powder,Before workout,No,1,1 serving 20-30 minutes before workout,8,Avoid high caffeine intake at night,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for strength support,Review progress weekly
SR0558,Joint Support,Heart Health,chondroitin,softgel,After dinner,Yes,1,Follow label dosage,8,Use caution with blood thinners,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,8-12 weeks for joint comfort support,Log missed doses honestly
SR0559,General Wellness,Energy Boost,multivitamin,softgel,Evening,Optional,2,Follow label dosage,8,Do not combine duplicate ingredients,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,4-8 weeks for general wellness support,Log missed doses honestly
SR0560,Omega-3,Skin Health,fish oil,softgel,After dinner,Yes,1,1-2 softgels daily with food,8,Consult doctor before surgery,Use caution with blood-thinning medication,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,8-12 weeks for heart health support,Stop and report side effects
SR0561,Digestive,Heart Health,digestive enzymes,tablet,Night,Optional,1,1 capsule daily,4,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,2-6 weeks for digestive support,Set a daily reminder in the app
SR0562,Protein,Digestive Health,pea protein,gel,Evening,Yes,2,1 scoop daily,8,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Daily,4-8 weeks for recovery improvement,Take it at the same time every day
SR0563,Digestive,General Wellness,lactobacillus,gel,Night,No,1,Follow label dosage,8,Stop if severe stomach discomfort occurs,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for digestive support,Take it at the same time every day
SR0564,Protein,Body Building,whey protein,liquid,After workout,Yes,1,1 scoop daily,12,Avoid excessive intake with kidney disease,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for muscle gain support,Stop and report side effects
SR0565,BCAA,Body Building,valine,gel,Before workout,Optional,1,1 scoop with water,6,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,2-6 weeks for recovery support,Review progress weekly
SR0566,Collagen Protein,Heart Health,vitamin c,liquid,After breakfast,Yes,2,1 scoop daily,16,Check allergy source such as fish/bovine collagen,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Weekly,8-12 weeks for skin/joint support,Log missed doses honestly
SR0567,BCAA,Strength,bcaa,powder,During workout,No,2,1 serving during workout,10,Use carefully with liver/kidney conditions,No special spacing required,Decision-support only; consult a healthcare professional if taking medications or having a disease.,Every 2 days,2-6 weeks for recovery support,Stop and report side effects
