supplement_id,name,category,target_goal,ingredients,dosage,price_range,brand,size,form,price_lkr,price_range_lkr,currency,store_name,price_source,last_checked,data_type,price_note,rating
S1853,ProNutra Omega-3 Fish Oil Basic,Fatty Acid,Muscle Gain,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Generic Omega,60-120 count,softgel,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1854,OptiWell Whey Protein Pro,Protein,Hair and Skin,whey protein isolate; branched-chain amino acids,1 scoop after workout,Low,Applied Nutrition,2lb-5lb,powder,22000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,5
S1855,ActiveFuel Green Tea Extract Plus,Herbal,Weight Loss,green tea extract; caffeine,1 capsule morning,Medium,Generic Herbal,60-120 count,capsule,10100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1856,FitCore Pre-Workout Caffeine Pro,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,Allmax Nutrition,300g-500g,powder,15900,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1857,CeyFit Turmeric Curcumin Basic,Herbal,Joint Support,curcumin; black pepper extract,1 capsule with meal,Medium,NOW Foods,60-120 count,capsule,6200,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1858,CeyFit Iron Supplement Plus,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Medium,21st Century,60-120 count,tablet,5100,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1859,OptiWell Probiotic Complex Ultra,Digestive,General Wellness,lactobacillus; bifidobacterium,1 capsule before meal,High,Nutricost,60-120 count,capsule,15600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1860,BioActive L-Carnitine,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Generic Amino,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S1861,NutriMax Beta-Alanine,Performance,Endurance,beta-alanine,2-3g daily,Low,BSN,300g-500g,powder,6300,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1862,NutriMax Casein Protein,Protein,Recovery,casein protein,1 scoop before sleep,High,Mutant,2lb-5lb,powder,48000,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1863,ActiveFuel BCAA Advanced,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Applied Nutrition,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1864,ProNutra BCAA Plus,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1865,WellGen Probiotic Complex Ultra,Digestive,Energy Boost,lactobacillus; bifidobacterium,1 capsule before meal,Medium,Nutricost,60-120 count,capsule,8400,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1866,ActiveFuel Multivitamin Basic,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Generic Wellness,60-120 count,tablet,4500,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1867,HealthPlus Creatine Monohydrate Advanced,Performance,Heart Health,creatine monohydrate,3-5g daily,Low,Allmax Nutrition,300g-500g,powder,15500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.9
S1868,ProNutra Vitamin C,Vitamin,Recovery,ascorbic acid,1 tablet after meal,High,NOW Foods,60-120 count,tablet,16000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1869,PureForm Iron Supplement Plus,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,High,Nature Made,60-120 count,tablet,10300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1870,StrongLife Iron Supplement Basic,Mineral,Energy Boost,iron ferrous bisglycinate,1 tablet between meals,Low,Nature Made,60-120 count,tablet,3400,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1871,NutriMax BCAA Plus,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,High,Allmax Nutrition,300g-500g,powder,11500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1872,NutriMax Ashwagandha Ultra,Herbal,Recovery,ashwagandha extract,1 capsule evening,Medium,Generic Herbal,60-120 count,capsule,10200,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.2
S1873,WellGen Pre-Workout Caffeine Ultra,Performance,Energy Boost,caffeine; beta-alanine; citrulline,30 min before workout,Medium,BSN,300g-500g,powder,13100,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1874,StrongLife BCAA Basic,Amino Acid,Arm Muscle Growth,leucine; isoleucine; valine,5-10g during/after workout,Medium,BPI,300g-500g,powder,11500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1875,BioActive Creatine Monohydrate,Performance,Muscle Gain,creatine monohydrate,3-5g daily,Low,Cellucor,300g-500g,powder,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1876,StrongLife Beta-Alanine,Performance,Endurance,beta-alanine,2-3g daily,Low,Applied Nutrition,300g-500g,powder,5800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.1
S1877,CeyFit BCAA Plus,Amino Acid,Recovery,leucine; isoleucine; valine,5-10g during/after workout,Medium,Applied Nutrition,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1878,BioActive Turmeric Curcumin Advanced,Herbal,Weight Loss,curcumin; black pepper extract,1 capsule with meal,Medium,Generic Herbal,60-120 count,capsule,10300,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1879,OptiWell Ashwagandha,Herbal,Recovery,ashwagandha extract,1 capsule evening,High,Generic Herbal,60-120 count,capsule,15700,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1880,NutriMax Whey Protein Advanced,Protein,Muscle Gain,whey protein isolate; branched-chain amino acids,1 scoop after workout,Medium,Mutant,2lb-5lb,powder,25500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1881,BioActive L-Carnitine Plus,Amino Acid,Muscle Gain,L-carnitine,1 serving before workout,High,BPI,300g-500g,powder,8800,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.1
S1882,ActiveFuel Omega-3 Fish Oil Basic,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,10500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
S1883,OptiWell Vitamin C,Vitamin,Immunity,ascorbic acid,1 tablet after meal,Low,Generic Wellness,60-120 count,tablet,3900,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1884,BioActive Omega-3 Fish Oil Pro,Fatty Acid,Heart Health,omega-3 EPA DHA; fish oil,1 softgel with meal,Medium,Nature Made,60-120 count,softgel,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4
S1885,VitaLab Creatine Monohydrate Ultra,Performance,Arm Muscle Growth,creatine monohydrate,3-5g daily,Low,Generic Performance,300g-500g,powder,9500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.7
S1886,StrongLife Casein Protein Plus,Protein,Recovery,casein protein,1 scoop before sleep,Medium,Mutant,2lb-5lb,powder,42500,25000-50000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.7
S1887,FitCore L-Carnitine Pro,Amino Acid,Muscle Gain,L-carnitine,1 serving before workout,Medium,Applied Nutrition,300g-500g,powder,25000,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.6
S1888,OptiWell Multivitamin Advanced,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Low,Applied Nutrition,60-120 count,tablet,2200,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.9
S1889,OptiWell Beta-Alanine Ultra,Performance,Hair and Skin,beta-alanine,2-3g daily,Medium,Cellucor,300g-500g,powder,14600,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.3
S1890,HealthPlus Multivitamin Basic,Vitamin,General Wellness,vitamin A; vitamin C; vitamin E; zinc; selenium,1 tablet with breakfast,Medium,21st Century,60-120 count,tablet,8500,5000-10000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.4
S1891,NutriMax Vitamin D3 Plus,Vitamin,Bone Health,vitamin D3 cholecalciferol,1000-2000 IU with meal,Low,21st Century,60-120 count,capsule,4100,0-5000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.5
S1892,BioActive Creatine Monohydrate Pro,Performance,Muscle Gain,creatine monohydrate,3-5g daily,High,Allmax Nutrition,300g-500g,powder,22500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,4.6
S1893,VitaLab L-Carnitine Plus,Amino Acid,Weight Loss,L-carnitine,1 serving before workout,Medium,Applied Nutrition,300g-500g,powder,12500,10000-25000,LKR,Sri Lankan Supplement Market,Estimated from Sri Lankan online supplement store price ranges,2026-05-06,synthetic_with_sri_lankan_price_estimate,Prototype estimate; verify exact live price before real purchase,3.8
