guidance_id,bmi_category,food_name,food_group,calories_kcal,carbs_g,sugar_g,sodium_mg,suitability_score,recommendation_level,guidance_note
BFG02165,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02166,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG02167,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG02168,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02169,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02170,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02171,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02172,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02173,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02174,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG02175,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02176,Underweight,Lentil Curry,legume,180,28,3,260,87,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02177,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02178,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02179,Underweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02180,Underweight,Red Rice,grain,210,45,1,5,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02181,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02182,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG02183,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02184,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02185,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02186,Overweight,Apple,fruit,95,25,19,2,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02187,Obese,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02188,Healthy,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,Maintain balanced portions and variety.
BFG02189,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02190,Healthy,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02191,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02192,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG02193,Overweight,Fish Curry,protein,220,4,1,380,60,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02194,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02195,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02196,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02197,Obese,Avocado,fruit,240,12,1,10,40,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02198,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02199,Overweight,Coconut Roti,grain,300,42,4,210,15,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02200,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02201,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02202,Healthy,Papaya,fruit,60,15,10,4,82,Recommended,Maintain balanced portions and variety.
BFG02203,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02204,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02205,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02206,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02207,Obese,Cheese,dairy,110,1,0,180,35,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02208,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02209,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02210,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02211,Underweight,Grapefruit Juice,fruit beverage,96,23,22,2,8,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02212,Overweight,Cheese,dairy,110,1,0,180,45,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02213,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02214,Obese,Fish Curry,protein,220,4,1,380,30,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02215,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02216,Healthy,Ceylon Tea,beverage,5,1,0,2,93,Recommended,Maintain balanced portions and variety.
BFG02217,Obese,Cucumber Salad,vegetable,25,5,2,5,111,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02218,Underweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02219,Healthy,Avocado,fruit,240,12,1,10,70,Use with caution,Maintain balanced portions and variety.
BFG02220,Obese,Papaya,fruit,60,15,10,4,97,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02221,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02222,Healthy,Red Rice,grain,210,45,1,5,55,Use with caution,Maintain balanced portions and variety.
BFG02223,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02224,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02225,Healthy,Chicken Curry,protein,260,6,2,420,55,Use with caution,Maintain balanced portions and variety.
BFG02226,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02227,Healthy,Orange Juice,beverage,110,26,21,2,72,Use with caution,Maintain balanced portions and variety.
BFG02228,Obese,Green Tea,beverage,2,0,0,5,110,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02229,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02230,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02231,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02232,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02233,Underweight,Ceylon Tea,beverage,5,1,0,2,83,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02234,Overweight,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02235,Obese,Coconut Roti,grain,300,42,4,210,5,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02236,Overweight,Cucumber Salad,vegetable,25,5,2,5,106,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02237,Overweight,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02238,Overweight,Chicken Curry,protein,260,6,2,420,35,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02239,Healthy,Apple,fruit,95,25,19,2,70,Use with caution,Maintain balanced portions and variety.
BFG02240,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02241,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02242,Underweight,Watermelon Juice,beverage,80,20,16,3,78,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02243,Obese,Orange Juice,beverage,110,26,21,2,42,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02244,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02245,Underweight,Cheese,dairy,110,1,0,180,35,Limit/Avoid,Prioritize nutrient-dense foods and adequate calories.
BFG02246,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG02247,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02248,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02249,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
BFG02250,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02251,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02252,Underweight,Apple,fruit,95,25,19,2,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02253,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02254,Obese,Ceylon Tea,beverage,5,1,0,2,108,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02255,Healthy,Lentil Curry,legume,180,28,3,260,72,Use with caution,Maintain balanced portions and variety.
BFG02256,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG02257,Overweight,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02258,Obese,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02259,Obese,White Rice,grain,240,53,0,2,15,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02260,Overweight,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02261,Healthy,Coconut Roti,grain,300,42,4,210,35,Limit/Avoid,Maintain balanced portions and variety.
BFG02262,Healthy,White Rice,grain,240,53,0,2,45,Use with caution,Maintain balanced portions and variety.
BFG02263,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02264,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02265,Healthy,Fish Curry,protein,220,4,1,380,60,Use with caution,Maintain balanced portions and variety.
BFG02266,Overweight,Avocado,fruit,240,12,1,10,50,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02267,Underweight,Cucumber Salad,vegetable,25,5,2,5,86,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02268,Underweight,Banana,fruit,105,27,14,1,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02269,Obese,Grapefruit Juice,fruit beverage,96,23,22,2,0,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02270,Underweight,Orange Juice,beverage,110,26,21,2,72,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02271,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02272,Obese,Oats,grain,160,28,1,2,85,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02273,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02274,Underweight,Chicken Curry,protein,260,6,2,420,70,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02275,Obese,Kola Kenda,herbal drink,120,20,3,80,76,Recommended,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02276,Overweight,Spinach Curry,leafy vegetable,90,8,2,120,75,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02277,Underweight,Coconut Roti,grain,300,42,4,210,50,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02278,Healthy,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,Maintain balanced portions and variety.
BFG02279,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02280,Overweight,Milk,dairy drink,150,12,12,120,7,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02281,Underweight,Papaya,fruit,60,15,10,4,82,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02282,Healthy,Green Tea,beverage,2,0,0,5,95,Recommended,Maintain balanced portions and variety.
BFG02283,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02284,Overweight,Oats,grain,160,28,1,2,85,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02285,Healthy,Beer,alcohol beverage,154,13,0,14,10,Limit/Avoid,Maintain balanced portions and variety.
BFG02286,Underweight,Avocado,fruit,240,12,1,10,85,Recommended,Prioritize nutrient-dense foods and adequate calories.
BFG02287,Overweight,Green Tea,beverage,2,0,0,5,105,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02288,Overweight,Banana,fruit,105,27,14,1,70,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02289,Overweight,White Rice,grain,240,53,0,2,25,Limit/Avoid,"Prefer lower-calorie, high-fiber options and control portions."
BFG02290,Overweight,Red Rice,grain,210,45,1,5,55,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02291,Obese,Yogurt,dairy,120,18,15,90,7,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02292,Overweight,Ceylon Tea,beverage,5,1,0,2,103,Recommended,"Prefer lower-calorie, high-fiber options and control portions."
BFG02293,Underweight,White Rice,grain,240,53,0,2,60,Use with caution,Prioritize nutrient-dense foods and adequate calories.
BFG02294,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02295,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
BFG02296,Healthy,Banana,fruit,105,27,14,1,60,Use with caution,Maintain balanced portions and variety.
BFG02297,Overweight,Lentil Curry,legume,180,28,3,260,72,Use with caution,"Prefer lower-calorie, high-fiber options and control portions."
BFG02298,Obese,Avocado,fruit,240,12,1,10,40,Limit/Avoid,"Choose low-sugar, low-calorie alternatives and monitor portion size."
BFG02299,Healthy,Spinach Curry,leafy vegetable,90,8,2,120,65,Use with caution,Maintain balanced portions and variety.
BFG02300,Healthy,Cucumber Salad,vegetable,25,5,2,5,96,Recommended,Maintain balanced portions and variety.
