interaction_id,medicine_1_name,medicine_1_active_ingredient,medicine_1_class,medicine_2_name,medicine_2_active_ingredient,medicine_2_class,interaction_risk,severity,risk_score,mechanism,recommendation,source_type,evidence_level
DDI03301,Warf 5 Tablet,Warfarin,Anticoagulant,Insulin Regular,Insulin,Antidiabetic,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03302,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Warf 5 Tablet,Warfarin,Anticoagulant,Dangerous,Major,95,Increased bleeding risk,Avoid combination unless prescribed; consult doctor immediately,synthetic_model,medium
DDI03303,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Safe,Low,16,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03304,Ibu 400 Tablet,Ibuprofen,NSAID,Losar 50 Tablet,Losartan,ARB,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03305,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Sertraline 50mg Tablet,Sertraline,SSRI,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03306,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03307,Metformin 500mg Tablet,Metformin,Antidiabetic,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03308,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Losar 50 Tablet,Losartan,ARB,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03309,Atorva 20 Tablet,Atorvastatin,Statin,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03310,Sertraline 50mg Tablet,Sertraline,SSRI,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Moderate,Moderate,43,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,medium
DDI03311,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03312,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03313,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03314,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Atorva 20 Tablet,Atorvastatin,Statin,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03315,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03316,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Safe,Low,32,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03317,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03318,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Moderate,Moderate,53,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03319,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03320,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,17,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03321,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Moderate,Moderate,65,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03322,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03323,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Safe,Low,0,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03324,Simva 20 Tablet,Simvastatin,Statin,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,14,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03325,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03326,Metformin 500mg Tablet,Metformin,Antidiabetic,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,21,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03327,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,27,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03328,Atorva 20 Tablet,Atorvastatin,Statin,Losar 50 Tablet,Losartan,ARB,Safe,Low,33,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03329,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Moderate,Moderate,44,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03330,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03331,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,8,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03332,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03333,Metformin 500mg Tablet,Metformin,Antidiabetic,Diazepam 5mg Tablet,Diazepam,Benzodiazepine,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03334,Simva 20 Tablet,Simvastatin,Statin,Ibu 400 Tablet,Ibuprofen,NSAID,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03335,Warf 5 Tablet,Warfarin,Anticoagulant,Insulin Regular,Insulin,Antidiabetic,Safe,Low,5,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03336,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Warf 5 Tablet,Warfarin,Anticoagulant,Moderate,Moderate,47,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03337,Sertraline 50mg Tablet,Sertraline,SSRI,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03338,Warf 5 Tablet,Warfarin,Anticoagulant,Furosemide 40mg Tablet,Furosemide,Diuretic,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03339,Doxycycline 100mg Capsule,Doxycycline,Antibiotic,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,11,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03340,Sertraline 50mg Tablet,Sertraline,SSRI,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03341,Simva 20 Tablet,Simvastatin,Statin,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,2,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03342,Prednisolone 5mg Tablet,Prednisolone,Corticosteroid,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,29,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03343,Furosemide 40mg Tablet,Furosemide,Diuretic,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,25,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03344,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03345,Metformin 500mg Tablet,Metformin,Antidiabetic,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,12,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03346,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Ibu 400 Tablet,Ibuprofen,NSAID,Moderate,Moderate,40,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
DDI03347,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,13,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03348,Atorva 20 Tablet,Atorvastatin,Statin,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03349,Losar 50 Tablet,Losartan,ARB,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Safe,Low,9,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03350,Aspirin 75mg Tablet,Aspirin,Antiplatelet,Insulin Regular,Insulin,Antidiabetic,Safe,Low,15,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03351,Furosemide 40mg Tablet,Furosemide,Diuretic,Losar 50 Tablet,Losartan,ARB,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03352,Insulin Regular,Insulin,Antidiabetic,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03353,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Omeprazole 20mg Capsule,Omeprazole,PPI,Safe,Low,1,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,medium
DDI03354,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Safe,Low,31,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03355,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Cipro 500 Tablet,Ciprofloxacin,Antibiotic,Safe,Low,28,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03356,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Thyrox 50mcg Tablet,Levothyroxine,Thyroid hormone,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03357,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,64,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,low
DDI03358,Atorva 20 Tablet,Atorvastatin,Statin,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,20,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,low
DDI03359,Furosemide 40mg Tablet,Furosemide,Diuretic,Hydrochlorothiazide 25mg Tablet,Hydrochlorothiazide,Diuretic,Moderate,Moderate,71,Duplicate or additive effect within Diuretic class,Review medicine list with clinician,rule_based,high
DDI03360,Simva 20 Tablet,Simvastatin,Statin,Warf 5 Tablet,Warfarin,Anticoagulant,Safe,Low,6,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,medium
DDI03361,Omeprazole 20mg Capsule,Omeprazole,PPI,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03362,Andol 0.5mg Tablet,Alprazolam,Benzodiazepine,Enalapril 5mg Tablet,Enalapril,ACE inhibitor,Safe,Low,35,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03363,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Moderate,Moderate,56,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,medium
DDI03364,Glibenclamide 5mg Tablet,Glibenclamide,Sulfonylurea,Ibu 400 Tablet,Ibuprofen,NSAID,Safe,Low,23,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03365,Paracetamol 500mg Tablet,Acetaminophen,Analgesic,Insulin Regular,Insulin,Antidiabetic,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03366,Warf 5 Tablet,Warfarin,Anticoagulant,Amlodipine 5mg Tablet,Amlodipine,Calcium channel blocker,Moderate,Moderate,52,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,low
DDI03367,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Carbamazepine 200mg Tablet,Carbamazepine,Anticonvulsant,Safe,Low,7,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,high
DDI03368,Cetirizine 10mg Tablet,Cetirizine,Antihistamine,Phenytoin 100mg Capsule,Phenytoin,Anticonvulsant,Moderate,Moderate,63,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,rule_based,high
DDI03369,Fluconazole 150mg Tablet,Fluconazole,Antifungal,Simva 20 Tablet,Simvastatin,Statin,Safe,Low,10,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03370,Warf 5 Tablet,Warfarin,Anticoagulant,Metformin 500mg Tablet,Metformin,Antidiabetic,Safe,Low,30,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,synthetic_model,low
DDI03371,Digoxin 0.25mg Tablet,Digoxin,Cardiac glycoside,Azithromycin 500mg Tablet,Azithromycin,Antibiotic,Safe,Low,3,No major interaction rule found in prototype dataset,Continue as prescribed and monitor unusual symptoms,rule_based,high
DDI03372,Clopidogrel 75mg Tablet,Clopidogrel,Antiplatelet,Amoxicillin 500mg Capsule,Amoxicillin,Antibiotic,Moderate,Moderate,46,Potential additive side-effect risk based on medicine class,Use with caution and consult pharmacist if unsure,synthetic_model,high
