interaction_id,medicine,supplement_ingredient,interaction_risk,severity,recommendation
I1985,Amlodipine,casein protein,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I1986,Warfarin,potassium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1987,Calcium Carbonate,beta-alanine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1988,Metformin,valine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1989,Lisinopril,chondroitin,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I1990,Naproxen,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1991,Lisinopril,black pepper extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I1992,Aspirin,omega-3 EPA DHA,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1993,Spironolactone,leucine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1994,Erythropoietin,vitamin E,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I1995,Spironolactone,magnesium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1996,Clopidogrel,lactobacillus,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I1997,Warfarin,zinc,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I1998,Clopidogrel,selenium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I1999,Insulin,branched-chain amino acids,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2000,Calcium Carbonate,lactobacillus,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2001,Clopidogrel,black pepper extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2002,Folic Acid,glucosamine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2003,Lisinopril,whey protein isolate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2004,Naproxen,isoleucine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2005,Salbutamol,creatine monohydrate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2006,Hydrochlorothiazide,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2007,Sitagliptin,glucosamine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2008,Alendronate,sodium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2009,Metformin,isoleucine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2010,Metformin,beta-alanine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2011,Sitagliptin,L-carnitine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2012,Alendronate,caffeine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2013,Budesonide,vitamin E,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2014,Budesonide,vitamin C,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2015,Calcium Carbonate,creatine monohydrate,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2016,Aspirin,caffeine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2017,Erythropoietin,vitamin A,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2018,Ibuprofen,black pepper extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2019,Warfarin,black pepper extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2020,Amlodipine,fish oil,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2021,Sitagliptin,potassium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2022,Rosuvastatin,glucosamine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2023,Atorvastatin,bifidobacterium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2024,Metformin,iron ferrous bisglycinate,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2025,Pantoprazole,beta-alanine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2026,Salbutamol,casein protein,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2027,Atorvastatin,caffeine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2028,Levothyroxine,creatine monohydrate,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2029,Furosemide,isoleucine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2030,Atorvastatin,caffeine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2031,Sitagliptin,lactobacillus,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2032,Pantoprazole,valine,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2033,Warfarin,casein protein,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2034,Atenolol,valine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2035,Lisinopril,calcium,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2036,Budesonide,valine,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2037,Lactulose,selenium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2038,Warfarin,magnesium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2039,Methotrexate,casein protein,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2040,Rosuvastatin,selenium,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2041,Atorvastatin,vitamin E,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2042,Lactulose,lactobacillus,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2043,Ibuprofen,branched-chain amino acids,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2044,Levothyroxine,lactobacillus,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2045,Aspirin,lactobacillus,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2046,Lisinopril,branched-chain amino acids,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2047,Hydrochlorothiazide,vitamin D3 cholecalciferol,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2048,Calcium Carbonate,curcumin,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2049,Lisinopril,valine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2050,Insulin,branched-chain amino acids,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2051,Alendronate,vitamin E,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2052,Aspirin,vitamin D3 cholecalciferol,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2053,Metformin,vitamin A,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2054,Atenolol,caffeine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2055,Warfarin,curcumin,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2056,Levothyroxine,branched-chain amino acids,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2057,Metformin,green tea extract,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2058,Spironolactone,isoleucine,Potential interaction requiring caution,Moderate,Use with caution and consult professional if unsure
I2059,Insulin,fish oil,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2060,Ibuprofen,omega-3 EPA DHA,Potential serious interaction risk,High,Avoid or consult healthcare professional before use
I2061,Sitagliptin,fish oil,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
I2062,Sitagliptin,ashwagandha extract,Possible mild interaction or timing issue,Low,Monitor symptoms and follow label instructions
